EmployeeNumber,Department,JobRole,Age,Gender,MonthlyIncome,YearsAtCompany,OverTime,JobSatisfaction,WorkLifeBalance,Attrition_Actual,Attrition_Prob,Risk_Score,Risk_Tier,salary_band
170,Research & Development,Manufacturing Director,49,Female,6567,15,No,1,2,No,0.06720421,6.7,🟢 Low,$6K-$10K
1993,Research & Development,Healthcare Representative,47,Male,8633,17,No,3,3,No,0.06702607,6.7,🟢 Low,$6K-$10K
530,Research & Development,Laboratory Technician,31,Male,2218,4,No,1,3,No,0.06681445,6.7,🟢 Low,< $3K
1864,Sales,Sales Representative,27,Female,3540,9,No,3,3,No,0.0665317,6.7,🟢 Low,$3K-$6K
859,Sales,Sales Executive,32,Male,4403,5,No,4,2,No,0.066425495,6.6,🟢 Low,$3K-$6K
1124,Sales,Manager,46,Male,17465,12,No,3,3,No,0.066322684,6.6,🟢 Low,> $10K
1560,Sales,Sales Executive,33,Male,6392,2,No,1,1,No,0.06622168,6.6,🟢 Low,$6K-$10K
1185,Research & Development,Laboratory Technician,35,Male,2376,2,No,4,4,No,0.065945715,6.6,🟢 Low,< $3K
578,Research & Development,Laboratory Technician,54,Female,3780,1,No,3,3,No,0.065452285,6.5,🟢 Low,$3K-$6K
218,Research & Development,Research Scientist,27,Male,2024,2,No,2,1,No,0.06535641,6.5,🟢 Low,< $3K
362,Research & Development,Laboratory Technician,32,Male,2176,6,No,1,3,No,0.06524145,6.5,🟢 Low,< $3K
397,Research & Development,Research Scientist,36,Male,4485,8,No,2,3,No,0.065216795,6.5,🟢 Low,$3K-$6K
195,Sales,Sales Executive,32,Male,4668,8,No,4,4,No,0.06508182,6.5,🟢 Low,$3K-$6K
1150,Research & Development,Manufacturing Director,29,Male,5056,10,Yes,4,2,No,0.06447193,6.4,🟢 Low,$3K-$6K
337,Research & Development,Research Director,31,Male,13675,2,No,3,3,No,0.06409781,6.4,🟢 Low,> $10K
1212,Sales,Sales Executive,40,Male,4327,0,No,2,3,No,0.064073555,6.4,🟢 Low,$3K-$6K
1022,Research & Development,Healthcare Representative,48,Male,4240,2,No,3,3,No,0.06377205,6.4,🟢 Low,$3K-$6K
205,Sales,Sales Representative,53,Male,2306,7,Yes,3,1,No,0.06362872,6.4,🟢 Low,< $3K
1915,Sales,Sales Executive,34,Female,8103,4,Yes,4,2,No,0.06356488,6.4,🟢 Low,$6K-$10K
626,Sales,Sales Executive,37,Male,8834,9,No,2,3,No,0.06349563,6.3,🟢 Low,$6K-$10K
1317,Research & Development,Research Director,50,Female,16880,3,Yes,1,3,No,0.063438915,6.3,🟢 Low,> $10K
875,Research & Development,Research Scientist,42,Male,2515,2,Yes,4,3,No,0.06342211,6.3,🟢 Low,< $3K
1549,Research & Development,Laboratory Technician,33,Male,5207,15,Yes,3,3,No,0.06321486,6.3,🟢 Low,$3K-$6K
1447,Research & Development,Laboratory Technician,34,Female,3294,5,No,2,2,No,0.06299404,6.3,🟢 Low,$3K-$6K
128,Sales,Sales Executive,24,Female,4999,3,No,3,2,No,0.06296706,6.3,🟢 Low,$3K-$6K
729,Sales,Sales Executive,40,Male,10475,18,Yes,1,3,No,0.062935084,6.3,🟢 Low,> $10K
1972,Human Resources,Human Resources,38,Male,2991,6,Yes,2,3,No,0.06274124,6.3,🟢 Low,< $3K
1431,Research & Development,Research Scientist,34,Male,2996,4,No,1,3,No,0.0626175,6.3,🟢 Low,< $3K
725,Research & Development,Manufacturing Director,27,Female,7412,9,No,1,3,No,0.062472228,6.2,🟢 Low,$6K-$10K
241,Research & Development,Research Scientist,56,Female,4257,2,Yes,1,3,No,0.06231155,6.2,🟢 Low,$3K-$6K
124,Research & Development,Healthcare Representative,46,Male,10673,10,Yes,1,2,No,0.0622799,6.2,🟢 Low,> $10K
1564,Research & Development,Laboratory Technician,35,Male,2450,3,No,1,3,No,0.062172882,6.2,🟢 Low,< $3K
495,Research & Development,Research Scientist,29,Male,2201,3,No,4,3,No,0.061976776,6.2,🟢 Low,< $3K
1582,Sales,Sales Executive,38,Male,9924,9,No,2,3,No,0.061758406,6.2,🟢 Low,$6K-$10K
666,Sales,Sales Representative,34,Female,2579,8,Yes,3,3,No,0.06150564,6.2,🟢 Low,< $3K
311,Sales,Sales Representative,37,Male,2793,9,No,4,3,No,0.06145086,6.1,🟢 Low,< $3K
2025,Research & Development,Manufacturing Director,36,Female,5131,4,No,2,3,No,0.06144478,6.1,🟢 Low,$3K-$6K
1826,Research & Development,Laboratory Technician,35,Male,2705,5,No,3,4,No,0.061346106,6.1,🟢 Low,< $3K
216,Sales,Sales Representative,34,Female,2231,4,No,3,3,No,0.06132653,6.1,🟢 Low,< $3K
1480,Research & Development,Laboratory Technician,42,Female,3673,12,No,4,3,No,0.06132167,6.1,🟢 Low,$3K-$6K
838,Research & Development,Research Scientist,34,Female,2553,5,No,4,3,No,0.061309192,6.1,🟢 Low,< $3K
515,Research & Development,Laboratory Technician,37,Female,3034,18,No,1,2,No,0.06117972,6.1,🟢 Low,$3K-$6K
171,Research & Development,Research Scientist,43,Female,4739,3,No,3,3,No,0.06103847,6.1,🟢 Low,$3K-$6K
981,Sales,Manager,53,Male,14852,17,No,3,4,No,0.060844697,6.1,🟢 Low,> $10K
872,Research & Development,Manufacturing Director,22,Male,4775,2,No,4,1,No,0.06075378,6.1,🟢 Low,$3K-$6K
690,Sales,Sales Executive,29,Female,5561,6,No,3,2,No,0.060550276,6.1,🟢 Low,$3K-$6K
945,Research & Development,Research Scientist,48,Male,2259,0,No,3,2,No,0.060539328,6.1,🟢 Low,< $3K
1509,Research & Development,Laboratory Technician,49,Female,4789,3,No,1,3,No,0.060318884,6.0,🟢 Low,$3K-$6K
228,Sales,Sales Executive,30,Female,9419,10,No,4,3,No,0.060120832,6.0,🟢 Low,$6K-$10K
533,Sales,Sales Executive,30,Female,6577,5,No,3,3,No,0.059981976,6.0,🟢 Low,$6K-$10K
621,Sales,Sales Executive,34,Male,5337,10,No,4,3,No,0.059869666,6.0,🟢 Low,$3K-$6K
1829,Research & Development,Healthcare Representative,40,Female,4448,7,No,1,3,No,0.059852265,6.0,🟢 Low,$3K-$6K
2014,Research & Development,Research Scientist,39,Male,4108,7,No,4,3,No,0.059775032,6.0,🟢 Low,$3K-$6K
1074,Research & Development,Manager,55,Male,16756,9,No,1,4,No,0.059129104,5.9,🟢 Low,> $10K
1948,Research & Development,Research Scientist,31,Male,3065,4,Yes,1,4,No,0.059009314,5.9,🟢 Low,$3K-$6K
179,Research & Development,Manufacturing Director,51,Male,10650,4,No,4,3,Yes,0.058799956,5.9,🟢 Low,> $10K
52,Sales,Sales Executive,33,Female,5376,5,No,1,3,No,0.05874956,5.9,🟢 Low,$3K-$6K
471,Research & Development,Laboratory Technician,32,Female,2370,8,No,2,3,No,0.05861486,5.9,🟢 Low,< $3K
861,Research & Development,Research Scientist,30,Male,3761,5,No,4,2,No,0.0586104,5.9,🟢 Low,$3K-$6K
1094,Research & Development,Laboratory Technician,27,Male,4621,3,No,3,3,No,0.058590952,5.9,🟢 Low,$3K-$6K
164,Research & Development,Research Scientist,26,Female,2368,5,No,2,2,No,0.058582243,5.9,🟢 Low,< $3K
429,Research & Development,Manager,39,Male,17068,21,Yes,1,3,No,0.058492307,5.8,🟢 Low,> $10K
267,Research & Development,Research Scientist,37,Male,3564,8,Yes,1,2,No,0.0582141,5.8,🟢 Low,$3K-$6K
193,Research & Development,Research Scientist,38,Female,4317,3,Yes,3,3,No,0.057972603,5.8,🟢 Low,$3K-$6K
1794,Human Resources,Human Resources,37,Male,4071,10,No,2,2,No,0.057960663,5.8,🟢 Low,$3K-$6K
513,Sales,Sales Executive,36,Male,7596,10,No,3,3,No,0.057915878,5.8,🟢 Low,$6K-$10K
893,Sales,Sales Representative,38,Male,2899,2,No,2,3,No,0.05768533,5.8,🟢 Low,< $3K
1294,Research & Development,Manufacturing Director,36,Female,5410,16,Yes,2,3,No,0.05766202,5.8,🟢 Low,$3K-$6K
1852,Research & Development,Laboratory Technician,29,Male,3812,11,No,4,4,No,0.057122983,5.7,🟢 Low,$3K-$6K
333,Sales,Sales Executive,32,Male,4465,3,No,4,3,No,0.057027236,5.7,🟢 Low,$3K-$6K
536,Research & Development,Laboratory Technician,28,Male,4558,10,No,1,3,No,0.056684975,5.7,🟢 Low,$3K-$6K
543,Research & Development,Manufacturing Director,52,Male,7969,5,Yes,3,3,No,0.056621168,5.7,🟢 Low,$6K-$10K
152,Sales,Sales Executive,37,Male,7428,5,No,4,3,No,0.056409128,5.6,🟢 Low,$6K-$10K
586,Research & Development,Healthcare Representative,35,Male,7632,8,Yes,3,3,No,0.056365963,5.6,🟢 Low,$6K-$10K
1352,Human Resources,Manager,51,Male,14026,33,Yes,2,3,No,0.05631756,5.6,🟢 Low,> $10K
1314,Human Resources,Human Resources,46,Female,3423,7,No,1,4,No,0.05616295,5.6,🟢 Low,$3K-$6K
1270,Research & Development,Research Scientist,23,Male,1223,1,No,3,3,No,0.056025516,5.6,🟢 Low,< $3K
524,Research & Development,Manufacturing Director,31,Female,4306,13,No,1,1,No,0.056007672,5.6,🟢 Low,$3K-$6K
775,Research & Development,Manufacturing Director,34,Female,5121,0,No,1,3,No,0.055739094,5.6,🟢 Low,$3K-$6K
150,Research & Development,Laboratory Technician,24,Male,2774,5,No,3,3,No,0.055726208,5.6,🟢 Low,< $3K
1631,Research & Development,Manufacturing Director,37,Male,5768,4,No,3,2,No,0.055488877,5.5,🟢 Low,$3K-$6K
1062,Research & Development,Healthcare Representative,37,Female,4107,4,No,2,2,No,0.055357996,5.5,🟢 Low,$3K-$6K
476,Sales,Sales Executive,26,Male,5296,8,No,3,3,No,0.05531647,5.5,🟢 Low,$3K-$6K
2012,Research & Development,Laboratory Technician,40,Male,2406,1,No,4,2,No,0.054997727,5.5,🟢 Low,< $3K
1446,Sales,Sales Executive,32,Male,9204,4,No,4,2,No,0.054984607,5.5,🟢 Low,$6K-$10K
431,Research & Development,Healthcare Representative,49,Female,13964,7,Yes,3,3,No,0.054795064,5.5,🟢 Low,> $10K
176,Sales,Sales Executive,41,Male,8189,9,Yes,3,3,No,0.054741606,5.5,🟢 Low,$6K-$10K
1830,Research & Development,Research Scientist,54,Female,6854,7,No,4,2,No,0.05467908,5.5,🟢 Low,$6K-$10K
717,Research & Development,Healthcare Representative,34,Female,8621,8,No,2,4,No,0.05438607,5.4,🟢 Low,$6K-$10K
316,Research & Development,Laboratory Technician,52,Female,3212,2,No,4,2,No,0.05431342,5.4,🟢 Low,$3K-$6K
2064,Research & Development,Manufacturing Director,27,Male,6142,6,Yes,2,3,No,0.054309417,5.4,🟢 Low,$6K-$10K
80,Research & Development,Research Director,50,Female,18740,27,Yes,3,2,No,0.054234795,5.4,🟢 Low,> $10K
462,Research & Development,Manufacturing Director,31,Female,7143,11,Yes,4,2,No,0.054184347,5.4,🟢 Low,$6K-$10K
254,Research & Development,Research Director,55,Male,18722,24,No,2,3,No,0.05410663,5.4,🟢 Low,> $10K
97,Research & Development,Laboratory Technician,36,Female,3038,1,No,4,3,No,0.053999677,5.4,🟢 Low,$3K-$6K
1441,Research & Development,Research Scientist,56,Female,2066,3,No,1,4,No,0.053977497,5.4,🟢 Low,< $3K
900,Sales,Sales Representative,37,Female,2973,5,No,4,3,No,0.05396177,5.4,🟢 Low,< $3K
1028,Research & Development,Laboratory Technician,35,Male,3917,3,No,4,2,No,0.05390191,5.4,🟢 Low,$3K-$6K
125,Sales,Sales Executive,32,Male,5010,11,No,3,3,No,0.053438667,5.3,🟢 Low,$3K-$6K
18,Research & Development,Laboratory Technician,34,Male,2661,2,No,4,3,No,0.05337305,5.3,🟢 Low,< $3K
808,Sales,Sales Executive,34,Female,6500,3,No,1,3,No,0.05296225,5.3,🟢 Low,$6K-$10K
223,Research & Development,Healthcare Representative,57,Male,9439,5,Yes,4,1,No,0.052902527,5.3,🟢 Low,$6K-$10K
1243,Sales,Sales Executive,35,Female,10377,13,Yes,4,2,No,0.052747007,5.3,🟢 Low,> $10K
1732,Sales,Sales Executive,46,Male,10368,10,Yes,4,2,No,0.052629795,5.3,🟢 Low,> $10K
1860,Research & Development,Laboratory Technician,42,Male,3968,0,No,3,3,No,0.05254896,5.3,🟢 Low,$3K-$6K
2062,Research & Development,Healthcare Representative,39,Male,9991,7,No,1,3,No,0.052274115,5.2,🟢 Low,$6K-$10K
615,Sales,Sales Executive,40,Male,10932,1,No,1,3,No,0.052223846,5.2,🟢 Low,> $10K
1392,Research & Development,Research Scientist,41,Female,5467,6,Yes,4,2,No,0.0520928,5.2,🟢 Low,$3K-$6K
1912,Sales,Sales Executive,31,Female,6583,5,Yes,4,3,No,0.052089762,5.2,🟢 Low,$6K-$10K
597,Sales,Manager,55,Female,16835,10,No,2,3,No,0.051991258,5.2,🟢 Low,> $10K
1225,Research & Development,Research Scientist,44,Male,4541,20,No,4,3,No,0.051945705,5.2,🟢 Low,$3K-$6K
1006,Research & Development,Research Scientist,38,Male,2684,2,No,3,2,No,0.05183165,5.2,🟢 Low,< $3K
1740,Sales,Manager,40,Male,19833,21,No,2,2,No,0.051523786,5.2,🟢 Low,> $10K
920,Research & Development,Manufacturing Director,43,Female,4765,1,No,2,4,No,0.051310264,5.1,🟢 Low,$3K-$6K
1866,Research & Development,Manager,43,Female,19392,16,No,3,3,No,0.05130657,5.1,🟢 Low,> $10K
455,Research & Development,Laboratory Technician,29,Male,3983,3,No,4,3,No,0.051108573,5.1,🟢 Low,$3K-$6K
1927,Sales,Sales Executive,28,Male,6834,7,Yes,4,3,No,0.05103939,5.1,🟢 Low,$6K-$10K
1390,Sales,Sales Executive,39,Male,6120,5,Yes,4,4,No,0.050923567,5.1,🟢 Low,$6K-$10K
1598,Sales,Sales Executive,40,Female,4639,5,No,1,3,No,0.050890334,5.1,🟢 Low,$3K-$6K
227,Research & Development,Research Scientist,41,Male,2451,9,No,3,3,No,0.050887227,5.1,🟢 Low,< $3K
2038,Research & Development,Research Scientist,32,Male,2439,4,No,1,3,No,0.050881125,5.1,🟢 Low,< $3K
1034,Research & Development,Healthcare Representative,55,Male,6385,8,Yes,2,3,No,0.050681155,5.1,🟢 Low,$6K-$10K
829,Human Resources,Human Resources,36,Male,2143,5,No,2,3,No,0.050535478,5.1,🟢 Low,< $3K
1943,Sales,Sales Executive,42,Male,5087,0,Yes,4,3,No,0.05030583,5.0,🟢 Low,$3K-$6K
1812,Sales,Sales Executive,39,Male,4127,2,No,4,3,No,0.050242275,5.0,🟢 Low,$3K-$6K
174,Sales,Sales Executive,50,Female,9208,2,No,4,3,No,0.05009196,5.0,🟢 Low,$6K-$10K
951,Research & Development,Laboratory Technician,32,Female,2332,3,No,2,3,No,0.049856756,5.0,🟢 Low,< $3K
303,Sales,Sales Executive,54,Female,5940,6,No,1,3,No,0.04968299,5.0,🟢 Low,$3K-$6K
406,Sales,Sales Executive,35,Male,8020,11,No,2,2,No,0.049665634,5.0,🟢 Low,$6K-$10K
1555,Research & Development,Research Scientist,32,Female,5878,7,No,2,3,No,0.049606554,5.0,🟢 Low,$3K-$6K
856,Research & Development,Research Scientist,35,Female,2559,6,No,1,2,No,0.049542513,5.0,🟢 Low,< $3K
1727,Research & Development,Healthcare Representative,46,Male,5562,10,No,2,3,No,0.04952331,5.0,🟢 Low,$3K-$6K
763,Research & Development,Research Scientist,40,Female,2342,4,Yes,4,2,No,0.049422067,4.9,🟢 Low,< $3K
1859,Research & Development,Healthcare Representative,29,Male,6384,7,No,3,3,No,0.049413957,4.9,🟢 Low,$6K-$10K
346,Research & Development,Research Scientist,29,Male,2340,6,No,4,3,No,0.049384423,4.9,🟢 Low,< $3K
560,Research & Development,Research Scientist,26,Female,2886,3,No,4,1,No,0.049380347,4.9,🟢 Low,< $3K
1648,Research & Development,Research Scientist,27,Male,2580,4,No,4,2,No,0.049306333,4.9,🟢 Low,< $3K
1461,Human Resources,Human Resources,31,Female,2109,3,No,2,3,No,0.04922593,4.9,🟢 Low,< $3K
1401,Research & Development,Manufacturing Director,52,Female,13247,5,Yes,3,2,No,0.049031354,4.9,🟢 Low,> $10K
426,Research & Development,Research Scientist,31,Male,2695,2,Yes,4,1,No,0.04888902,4.9,🟢 Low,< $3K
353,Research & Development,Research Scientist,51,Male,2723,1,No,4,2,No,0.04886787,4.9,🟢 Low,< $3K
1039,Sales,Sales Executive,44,Female,13320,12,Yes,4,3,No,0.04869169,4.9,🟢 Low,> $10K
1338,Human Resources,Manager,56,Male,19717,7,No,2,3,No,0.04843388,4.8,🟢 Low,> $10K
81,Sales,Sales Executive,59,Female,7637,21,No,1,2,No,0.048224844,4.8,🟢 Low,$6K-$10K
521,Research & Development,Laboratory Technician,40,Female,3448,1,No,3,3,No,0.047896918,4.8,🟢 Low,$3K-$6K
746,Sales,Sales Executive,47,Female,13770,22,Yes,3,2,No,0.04785097,4.8,🟢 Low,> $10K
715,Research & Development,Research Scientist,37,Male,4680,1,No,4,3,No,0.047713,4.8,🟢 Low,$3K-$6K
1240,Sales,Sales Executive,25,Male,4950,4,No,4,3,No,0.04760737,4.8,🟢 Low,$3K-$6K
1002,Research & Development,Laboratory Technician,45,Male,3633,9,Yes,1,3,No,0.047565304,4.8,🟢 Low,$3K-$6K
1757,Sales,Sales Executive,49,Female,4507,5,No,4,4,No,0.04753999,4.8,🟢 Low,$3K-$6K
141,Research & Development,Research Director,50,Female,18172,8,Yes,2,2,No,0.047505286,4.8,🟢 Low,> $10K
438,Sales,Sales Executive,31,Male,7547,7,No,4,3,No,0.047330685,4.7,🟢 Low,$6K-$10K
1308,Research & Development,Research Scientist,58,Male,2372,2,No,3,3,No,0.047326762,4.7,🟢 Low,< $3K
1514,Research & Development,Manufacturing Director,28,Male,6549,8,No,2,2,No,0.04705044,4.7,🟢 Low,$6K-$10K
2016,Sales,Sales Executive,32,Female,10422,14,No,4,3,No,0.047031052,4.7,🟢 Low,> $10K
1873,Research & Development,Research Scientist,55,Male,2662,5,No,4,4,No,0.046903268,4.7,🟢 Low,< $3K
1479,Sales,Sales Executive,30,Male,5301,2,No,3,2,No,0.046804775,4.7,🟢 Low,$3K-$6K
1931,Research & Development,Research Scientist,27,Male,2226,5,No,2,2,No,0.04675873,4.7,🟢 Low,< $3K
995,Research & Development,Research Scientist,33,Female,3452,3,No,4,3,No,0.046549775,4.7,🟢 Low,$3K-$6K
1588,Sales,Sales Executive,39,Male,8237,7,No,3,3,No,0.046524245,4.7,🟢 Low,$6K-$10K
1615,Research & Development,Manufacturing Director,34,Male,4724,9,No,4,3,No,0.04644862,4.6,🟢 Low,$3K-$6K
116,Research & Development,Laboratory Technician,51,Male,2075,4,No,4,3,No,0.04617949,4.6,🟢 Low,< $3K
206,Research & Development,Laboratory Technician,45,Male,2348,17,No,2,1,No,0.04608147,4.6,🟢 Low,< $3K
887,Research & Development,Research Scientist,49,Female,3580,4,No,1,3,No,0.045956768,4.6,🟢 Low,$3K-$6K
1103,Research & Development,Healthcare Representative,34,Male,7756,6,No,4,2,No,0.045809153,4.6,🟢 Low,$6K-$10K
469,Sales,Sales Executive,29,Male,4649,4,No,3,2,No,0.04579444,4.6,🟢 Low,$3K-$6K
1207,Human Resources,Human Resources,33,Male,3600,5,No,3,3,No,0.045739878,4.6,🟢 Low,$3K-$6K
449,Sales,Sales Executive,27,Male,6349,5,Yes,2,3,No,0.045690015,4.6,🟢 Low,$6K-$10K
1252,Research & Development,Healthcare Representative,31,Female,6812,10,No,1,3,No,0.04565673,4.6,🟢 Low,$6K-$10K
1553,Research & Development,Healthcare Representative,45,Male,7441,10,No,2,3,No,0.045455165,4.5,🟢 Low,$6K-$10K
1701,Research & Development,Research Scientist,34,Female,2929,10,No,4,3,No,0.045419436,4.5,🟢 Low,< $3K
1071,Research & Development,Research Scientist,56,Female,2942,5,No,3,3,No,0.04535031,4.5,🟢 Low,< $3K
1770,Research & Development,Research Director,55,Male,19038,1,No,1,3,No,0.045010716,4.5,🟢 Low,> $10K
132,Research & Development,Laboratory Technician,44,Male,2042,3,No,2,4,No,0.044993654,4.5,🟢 Low,< $3K
1545,Research & Development,Manufacturing Director,33,Male,4320,5,No,2,3,No,0.044977225,4.5,🟢 Low,$3K-$6K
1050,Sales,Sales Executive,53,Female,7525,15,No,2,3,No,0.044941384,4.5,🟢 Low,$6K-$10K
1221,Research & Development,Laboratory Technician,36,Male,2741,7,No,3,3,No,0.044900887,4.5,🟢 Low,< $3K
1143,Research & Development,Research Scientist,29,Female,3291,7,No,2,2,No,0.044542376,4.5,🟢 Low,$3K-$6K
458,Sales,Sales Executive,27,Female,6214,8,No,2,3,No,0.044536218,4.5,🟢 Low,$6K-$10K
769,Research & Development,Laboratory Technician,53,Male,2450,2,No,4,3,No,0.0444434,4.4,🟢 Low,< $3K
165,Research & Development,Healthcare Representative,58,Female,10312,40,No,4,2,Yes,0.04437286,4.4,🟢 Low,> $10K
1009,Research & Development,Manufacturing Director,24,Female,4377,4,No,3,3,No,0.04431848,4.4,🟢 Low,$3K-$6K
1478,Sales,Sales Executive,34,Male,4759,13,No,1,3,No,0.044030994,4.4,🟢 Low,$3K-$6K
249,Research & Development,Laboratory Technician,50,Male,3690,3,No,3,2,No,0.043964725,4.4,🟢 Low,$3K-$6K
1547,Research & Development,Healthcare Representative,42,Male,10124,20,Yes,4,1,No,0.04389272,4.4,🟢 Low,> $10K
1880,Sales,Sales Executive,36,Female,5673,10,Yes,3,3,No,0.04389244,4.4,🟢 Low,$3K-$6K
307,Sales,Sales Executive,38,Male,10609,16,No,3,2,No,0.043875113,4.4,🟢 Low,> $10K
700,Research & Development,Research Scientist,27,Male,2045,4,No,4,3,No,0.043875072,4.4,🟢 Low,< $3K
1544,Research & Development,Healthcare Representative,29,Female,9715,7,No,1,3,No,0.04381025,4.4,🟢 Low,$6K-$10K
1803,Research & Development,Healthcare Representative,42,Male,5538,0,No,1,2,No,0.043797895,4.4,🟢 Low,$3K-$6K
169,Research & Development,Laboratory Technician,22,Male,2523,2,No,4,3,No,0.043606404,4.4,🟢 Low,< $3K
1217,Research & Development,Research Director,46,Male,19081,4,No,2,3,No,0.04344654,4.3,🟢 Low,> $10K
1048,Sales,Manager,59,Male,11904,6,Yes,4,1,No,0.043371074,4.3,🟢 Low,> $10K
964,Research & Development,Research Scientist,40,Male,3617,1,Yes,2,3,No,0.04317174,4.3,🟢 Low,$3K-$6K
1965,Sales,Sales Executive,27,Male,4105,7,No,4,3,No,0.04315325,4.3,🟢 Low,$3K-$6K
1541,Sales,Sales Representative,34,Male,2308,11,Yes,3,3,No,0.042681694,4.3,🟢 Low,< $3K
1076,Sales,Sales Executive,43,Male,10798,1,No,4,3,No,0.042445593,4.2,🟢 Low,> $10K
743,Research & Development,Manufacturing Director,38,Female,7861,1,Yes,3,4,No,0.04222102,4.2,🟢 Low,$6K-$10K
649,Research & Development,Research Scientist,34,Male,3622,6,Yes,4,3,No,0.041675244,4.2,🟢 Low,$3K-$6K
804,Research & Development,Research Scientist,34,Female,4381,6,No,1,3,No,0.041635126,4.2,🟢 Low,$3K-$6K
1994,Research & Development,Laboratory Technician,33,Male,2008,1,No,3,2,No,0.0413433,4.1,🟢 Low,< $3K
239,Research & Development,Laboratory Technician,30,Male,3072,12,No,1,3,No,0.040698733,4.1,🟢 Low,$3K-$6K
192,Research & Development,Research Scientist,45,Male,3452,6,No,4,2,No,0.040673897,4.1,🟢 Low,$3K-$6K
1981,Research & Development,Healthcare Representative,24,Male,4617,4,No,3,2,No,0.04055277,4.1,🟢 Low,$3K-$6K
1935,Sales,Sales Executive,56,Female,5380,0,No,1,3,No,0.040550865,4.1,🟢 Low,$3K-$6K
1827,Research & Development,Manufacturing Director,47,Female,10333,22,Yes,2,3,No,0.040413473,4.0,🟢 Low,> $10K
1469,Sales,Sales Executive,28,Male,8463,5,No,1,3,No,0.04031533,4.0,🟢 Low,$6K-$10K
888,Research & Development,Laboratory Technician,24,Male,3162,5,No,4,2,No,0.040304806,4.0,🟢 Low,$3K-$6K
404,Sales,Sales Executive,42,Female,13525,20,No,2,4,No,0.0402352,4.0,🟢 Low,> $10K
1417,Research & Development,Laboratory Technician,26,Male,3578,7,No,1,3,No,0.040235005,4.0,🟢 Low,$3K-$6K
101,Research & Development,Research Director,45,Male,13245,0,Yes,1,4,No,0.040196106,4.0,🟢 Low,> $10K
1675,Research & Development,Laboratory Technician,38,Female,2440,4,No,2,3,No,0.0401367,4.0,🟢 Low,< $3K
1775,Research & Development,Manufacturing Director,53,Female,12965,3,Yes,3,2,No,0.04010729,4.0,🟢 Low,> $10K
1772,Research & Development,Laboratory Technician,41,Male,2289,5,No,1,3,No,0.039803058,4.0,🟢 Low,< $3K
1736,Research & Development,Manufacturing Director,31,Female,5238,5,No,4,2,No,0.03979281,4.0,🟢 Low,$3K-$6K
721,Research & Development,Healthcare Representative,39,Female,4553,20,No,3,3,No,0.03976475,4.0,🟢 Low,$3K-$6K
944,Research & Development,Laboratory Technician,49,Female,7403,26,No,2,2,No,0.03975289,4.0,🟢 Low,$6K-$10K
1798,Research & Development,Research Scientist,33,Male,3143,10,No,1,3,No,0.03971892,4.0,🟢 Low,$3K-$6K
1966,Research & Development,Manufacturing Director,32,Male,9679,1,No,4,3,No,0.0395526,4.0,🟢 Low,$6K-$10K
199,Research & Development,Manager,41,Male,17181,7,No,1,2,No,0.039359502,3.9,🟢 Low,> $10K
1918,Research & Development,Laboratory Technician,26,Male,2544,7,No,4,3,No,0.03910445,3.9,🟢 Low,< $3K
1996,Sales,Sales Representative,31,Male,3067,2,No,3,3,No,0.03893014,3.9,🟢 Low,$3K-$6K
1334,Research & Development,Manager,42,Male,17861,20,Yes,3,2,No,0.038743787,3.9,🟢 Low,> $10K
245,Research & Development,Laboratory Technician,38,Female,2288,2,No,4,3,No,0.0384009,3.8,🟢 Low,< $3K
500,Sales,Sales Executive,51,Female,4936,7,No,4,2,No,0.038384,3.8,🟢 Low,$3K-$6K
1084,Research & Development,Manufacturing Director,30,Male,9957,6,No,1,2,No,0.03834654,3.8,🟢 Low,$6K-$10K
1805,Human Resources,Human Resources,38,Male,2592,11,No,2,3,No,0.03833316,3.8,🟢 Low,< $3K
1497,Sales,Sales Executive,29,Male,8620,10,No,3,3,No,0.03804243,3.8,🟢 Low,$6K-$10K
63,Research & Development,Laboratory Technician,35,Male,2269,1,No,4,3,No,0.0379995,3.8,🟢 Low,< $3K
473,Sales,Manager,48,Female,12504,0,No,3,1,No,0.037944466,3.8,🟢 Low,> $10K
766,Sales,Sales Representative,29,Male,2297,2,No,2,3,No,0.03766664,3.8,🟢 Low,< $3K
691,Research & Development,Research Scientist,35,Male,6646,17,No,4,3,No,0.037508473,3.8,🟢 Low,$6K-$10K
663,Research & Development,Laboratory Technician,43,Male,5679,8,Yes,3,3,No,0.037482996,3.7,🟢 Low,$3K-$6K
2061,Research & Development,Laboratory Technician,36,Male,2571,5,No,4,3,No,0.0373862,3.7,🟢 Low,< $3K
332,Research & Development,Laboratory Technician,39,Female,2232,3,No,3,3,No,0.037160654,3.7,🟢 Low,< $3K
644,Human Resources,Manager,50,Male,18200,32,No,2,3,No,0.03704112,3.7,🟢 Low,> $10K
1166,Research & Development,Research Director,40,Female,13499,18,No,3,2,No,0.03695048,3.7,🟢 Low,> $10K
217,Research & Development,Research Scientist,22,Male,2323,2,No,4,3,No,0.036681857,3.7,🟢 Low,< $3K
600,Sales,Sales Executive,35,Male,4717,11,No,3,3,No,0.03659455,3.7,🟢 Low,$3K-$6K
483,Research & Development,Laboratory Technician,40,Female,2213,7,Yes,3,3,No,0.036594357,3.7,🟢 Low,< $3K
1306,Research & Development,Manager,45,Female,18061,0,No,2,3,No,0.03655791,3.7,🟢 Low,> $10K
